,id,title,description,publishedAt,channelTitle,channelId,categoryId,tags,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,channelViewCount,subscriberCount,hiddenSubscriberCount,videoCount,channelPublishedAt,customUrl,channelDescription,rank,dataTakenAt
1,VXEdKRbHxiw,Helga & Marianne - Die große Hitze🌞,"Helga & Marianne diskutieren an ihrem Gartenzaun über die derzeit herrschende große Hitze.
Während Helga damit recht gut zurecht kommt, hat Marianne so einige Probleme.

► MERCH:  https://bit.ly/3lEHgnp

►KOSTENLOS ABONNIEREN & 
    NICHTS VERPASSEN http://bit.ly/keinVideoverpassen

►INSTAGRAM: http://bit.ly/2LVygZQ

►FACEBOOK: http://bit.ly/FacebookTorge

►TIKTOK: real_freshtorge

►TWITTER: http://bit.ly/TwitterTorge",2021-06-16 10:48:54+00:00,Freshtorge,UCr3LVdbgOcW4NZEpo0VHnxw,23,"['freshaltefolie', 'freshtorge', 'torge', 'samstorg', 'sketch', 'comedy', 'lustig', 'funny', 'sommer', 'warm', 'hitze', 'sonne']",241062,22432,170,1055,0,1381322448,3470000,False,740,2009-09-24 16:01:13+00:00,frischhaltefolie,"Freshtorge

Jeden Samstorg ein neues Video!
Seit 2006 Comedy auf Youtube.

Einen wunderschönen Guten Tag!
Mein Name ist Torge, ich komme von der Nordsee und mache mit meinem Kanal freshaltefolie seit 2006 sinnlose Videos.
Diese Videos sind teilweise wirklich verstörend und man sollte besser nicht nach einem Sinn oder einer tieferen Message suchen.
Wenn du Lust hast abonniere doch meinen Kanal damit du immer meine neuesten Videos auf der Startseite von Youtube siehst.
Viel Spaß beim durchklicken meiner Videos!!!
Liebe Grüße, passt auf euch auf und bleibt gesund!!!
Euer Torge
  

geschäftliches an:
freshtorge@yahoo.de",1,2021-06-17 04:00:04.231799
2,70QDhd7YTUw,A Sneaky Trick Most FPS Games Use,"mp40 model by ElliotGriffiths: https://sketchfab.com/3d-models/mp40-machine-gun-pistol-downloadable-5a61e4dc4dda4b08a7aa452f8477d790

Music: Nilly Willy - Yung Logos

#Shorts",2021-06-07 14:00:05+00:00,Garbaj,UCPUe9uOcp1UMpVi6Vll60Jw,20,[],4532576,350797,4229,2659,0,13892543,62600,False,83,2019-04-30 22:08:15+00:00,garbaj,,2,2021-06-17 04:00:04.231799
3,vvv7Znl1aYM,Deutschland VS Frankreich Stadionvlog🇩🇪🇫🇷 Mit Lothar Matthäus am Spielfeldrand 😍 EM 2020,"Deutschland VS Frankreich Stadionvlog🇩🇪🇫🇷 Mit Lothar Matthäus am Spielfeldrand 😍 EM 2020

Danke an Heineken für den tollen Tag ❤️

Alle nachfolgenden Links sind Werbung.

❗️ Unsere Fashionbrand TNO http://bit.ly/TISIxTNO ❗️

🤝 Unsere Partner 🤝
✅ Levlup 5% mit Code “TISI” http://bit.ly/TISIxLEVLUP
✅ Displate 37% automatischer Rabatt mit dem Link https://bit.ly/Displate-x-Tisi
✅ VGO 3% mit “tisikappa” http://bit.ly/TisiVGO​
✅ Elgato - Alles für Streamer http://bit.ly/ELGATOxTISI
✅ Smilodox 10% mit “tisikappa” http://bit.ly/TISIxSMILO

👑 Werde Mitglied in der exklusiven VIP-Army http://bit.ly/VIPARMY 👑

👉 Unsere offiziellen Kanäle 👈
✅ TISI2 rund ums Haus, Auto, Lifestyle http://bit.ly/xTISI2 
✅ Streamhighlights http://bit.ly/TISIxHIGHLIGHTS
✅ Tisi Clips http://bit.ly/TISICLIPS
✅ INSTA http://bit.ly/TISIxINSTA 
✅ TWITTER http://bit.ly/TISIxTWITTER 
✅ Apollo http://bit.ly/TISIxAPOLLO 

👨‍👨‍👦‍👦 UNSERE CREW 👨‍👨‍👦‍👦
👨‍👦 TISI http://bit.ly/TISI-CREW 
👨‍🎤 BROSKI http://bit.ly/BROSKI-CREW 
👧 BENJI http://bit.ly/BENJI-CREW 
🧔 STEINI http://bit.ly/KELLER-CREW 

✅ Donations http://bit.ly/TISI-DONO 

🌆 IMPRESSUM 🌆
TISI SCHUBECH
C/O Fairplay-Management GmbH
Schauenburger Str. 116
24118 KIEL

📧 Business-Anfragen: tisi@fairplay-management.de 📧",2021-06-16 10:00:33+00:00,Tisi Schubech,UCojPoYPri8Pm2RScb_AzU_Q,24,"['FIFA 21', 'fifa 21 ultimate team', 'fifa', 'tisi schubech', 'tisi', 'fifa 21 tisi schubech', 'fifa 21 pack opening', 'fifa 21 blind draft', 'fifa 21 draft', 'fifa 21 fut draft', 'pack opening', 'Stadionvlog', 'Deutschland Frankreich', 'Em', 'Em 2020', 'Deutschland em', 'Deutschland VU Frankreich', 'Lothar Matthäus', 'Vlog']",165132,17025,292,443,0,349697003,816000,False,1981,2013-11-12 12:48:20+00:00,tisischubech,"Hey Leute und herzlich Willkommen bei Tisi Schubech. 
Auf diesem Kanal findet ihr alles rund um das Spiel FIFA 21 Deutsch !! 
Hauptsächlich spielen wir Ultimate Team. Also FIFA 21 Pack Opening, Fut Draft, so wie Squad Builder Battle oder Squad Builder Showdown. 


IMPRESSUM:
Simon Bechtold, Timo Schulz
C/O Athletia Sports GmbH
Susanne Ulhaas
Richard-Byrd-Straße 31
50829 Köln
E-Mail: hello@athletia.net
Telefon: +49 221 35 554 -0",3,2021-06-17 04:00:04.231799
4,NXostcdpYt0,Ungarn – Portugal Highlights | UEFA EURO 2020 | sportstudio – ZDF,"Durch drei späte Treffer sichert sich Portugal seinen ersten Sieg bei der UEFA EURO 2020 und schlägt Ungarn mit 3:0 in der ausverkauften Puskas-Arena. Durch seinen Doppelpack ist Cristiano Ronaldo nun alleiniger Toptorjäger bei Fußball-Europameisterschaften.

In der Dokumentation „Schwarze Adler“ erzählen schwarze Fußballspieler*innen über ihre Erfahrungen im weißen DFB-Trikot. Welchen Weg haben sie hinter sich? Welchen Anfeindungen waren sie ausgesetzt? Ein Film, der zeigt, wie Fußball und Gesellschaft mit dem Thema Rassismus umgehen: https://kurz.zdf.de/aLs/

Hier könnt ihr unseren Kanal abonnieren: http://kurz.zdf.de/sportabo/
sportstudio bei Instagram https://www.instagram.com/sportstudio/
sportstudio bei TikTok https://www.tiktok.com/@sportstudio.de
sportstudio bei Twitter https://twitter.com/sportstudio

Vor 67.155 Zuschauern in der ausverkauften Puskas-Arena startete Portugal überlegen in die Partie. Allerdings ließ der amtierende Europameister beste Chancen ungenutzt. Die beste Gelegenheit vergab Cristiano Ronaldo freistehend nach einer Hereingabe am Fünfmeterraum und setzte den Ball übers Tor.

Nach dem Seitenwechsel wurden die Hausherren etwas mutiger und brachten in der 80. Minute durch einen Treffer von Schön das Stadion zum Explodieren. Der Treffer des 20-Jährigen wurde aber zurecht aufgrund einer Abseitsposition aberkannt. 

Es war der Anfang einer turbulenten Schlussphase, denn nur vier Minuten später gingen die Gäste in Führung. Nach einer Hereingabe von rechts kam der Dortmunder Guerreiro zum Abschluss. Der Ball wurde unhaltbar von Orban in die linke Ecke abgefälscht. Nur zwei Minuten später zog der Leipziger seinen Gegenspieler Rafa im Strafraum am Arm. Schiedsrichter Cakir zeigte auf den Punkt. Cristiano Ronaldo ließ sich die Chance vom Punkt nicht nehmen – die Entscheidung. In der Nachspielzeit setzte der 37-Jährige noch einen drauf und ist nun mit 11 Treffern alleiniger Rekordhalter bei Fußball-Europameisterschaften.

Die Aufstellungen:

Ungarn: 1 Gulacsi – 21 Botka, 6 Orban, 4 Szalai – 8 Nagy, 14 Lovrencsics, 15 Kleinheisler, 13 Schäfer, 5 Fiola – 20 Sallai, 9 Szalai
Trainer: Marco Rossi

Portugal: 1 Rui Patricio – 2 Nelson Semedo, 3 Pepe, 4 Ruben Dias, 5 Guerreiro – 13 Danilo Pereira, 14 William Carvalho, 11 Bruno Fernandes – 10 Bernardo Silva, 21 Diogo Jota, 7 Cristiano Ronaldo
Trainer: Fernando Santos",2021-06-15 18:16:27+00:00,sportstudio,UCE0RhriywrL8XhXbo87tMKQ,17,"['Portugal Ungarn', 'Portugal Ungarn EM 2020', 'Portugal Ungarn 2021', 'Portugal Ungarn UEFA EURO 2020', 'Portugal Ungarn Highlights', 'Sportstudio', 'ZDF', 'Cristiano Ronaldo', 'CR7', 'Ronaldo Rekord', 'Ronaldo Torrekord', 'Ronaldo Ungarn', 'Guerreiro', 'Ronaldo EM 2020', 'Portugal Ronaldo', 'Portugal Ronaldo EM 2020', 'Ronaldo Portugal Ungarn', 'Ungarn', 'Puskas Arena', 'Ungarn Portugal Puskas Arena', 'Ungarn Portugal Ronaldo', 'Raphael Guerreiro', 'EM 2020 Raphael Guerreiro', 'Selecao Ronaldo', 'CR7 EM2020', 'Rekord Ronaldo EM']",845340,13811,382,1486,0,123404428,284000,False,1919,2006-11-04 07:43:56+00:00,sportstudio,"Willkommen auf dem offiziellen sportstudio-YouTube-Kanal. Das erwartet euch 2021 bei uns:

🖥 Regelmäßig hintergründige Dokumentationen und Reportagen aus dem Sport
⚽️ Alle Spiele und Tore der UEFA Euro 2021 (Fußball-EM)
🤺 Die Highlights der Olympischen Sommerspiele und der Paralympics 2021
⛷ Die deutschen Erfolge im Wintersport

Mehr Reportagen, Dokus, Highlight-Clips und Sport-Videos findet ihr hier: kurz.zdf.de/u9Bz/

Wir lieben es, uns mit euch in den Kommentaren auszutauschen, sind offen für konstruktive Kritik und beantworten eure Fragen. Bitte bleibt dabei – und auch im Umgang miteinander – respektvoll und haltet euch an die Netiquette (den Link findet ihr unten). Wir behalten uns vor, Kommentare zu löschen, die gegen die Netiquette verstoßen.

Impressum
sportstudio ist Teil des ZDF
ZDF Zweites Deutsches Fernsehen
55100 Mainz, Germany",4,2021-06-17 04:00:04.231799
5,IfyQnVUqRCo,Schottland - Tschechien Highlights | UEFA EURO 2020 | sportstudio – ZDF,"Durch einen Doppelpack von Patrik Schick gewinnt Tschechien sein erstes Spiel bei der EURO 2020 gegen Schottland mit 2:0. Der Leverkusener erzielt dabei einen Treffer von der Mittelline gegen die „Bravehearts“, die zum ersten Mal seit 1998 bei einem großen Turnier teilnehmen. 

Die Europameisterschaft in elf Nationen soll die Stärke des Fußballs demonstrieren. Das war das große Versprechen der UEFA vor dem Turnier. Was ist nach der Pandemie davon noch geblieben? Unsere Dokumentation zur verbindenden Kraft des Fußballs: https://kurz.zdf.de/Q8q/

Hier könnt ihr unseren Kanal abonnieren: http://kurz.zdf.de/sportabo/
sportstudio bei Instagram https://www.instagram.com/sportstudio/
sportstudio bei TikTok https://www.tiktok.com/@sportstudio.de
sportstudio bei Twitter https://twitter.com/sportstudio

Die knapp 12.000 Zuschauer im Hampden Park in Glasgow sahen zunächst ein unterhaltsames Spiel auf Augenhöhe. Kurz vor der Pause schlugen die Tschechen dann erstmals zu. Nach einer Flanke von Coufal setzte sich Schick im Luftduell gegen zwei Verteidiger durch und platzierte den Ball ansehnlich in der langen Ecke. 

Kurz nach dem Seitenwechsel dann das Highlight des Spiels: In einem Konter setzte Patrik Schick zum Heber von der Mittellinie an und überraschte den schottischen Torhüter Marshall mit einem perfekten Abschluss. Das 2:0 und gleichzeitig der Endstand.  Tschechien zieht mit dem Sieg mit den Engländern gleich und steht auf Platz eins in Gruppe D. 

Die Aufstellungen:
Schottland: 1 Marshall – 2 O’Donnell, 24 Hendry, 5 Hanley, 16 Cooper, 3 Robertson – 4 McTominay, 17 Armstrong, 7 McGinn – 9 Dykes, 11 Christie
Trainer: Steve Clarke

Tschechien: 1 Vaclik – 5 Coufal, 3 Celustka, 6 Kalas, 18 Boril – 21 Kral, 15 Soucek, 14 Jankto, 8 Darida, 12 Masopust – 10 Schick
Trainer: Jaroslav Silhavy",2021-06-14 15:29:36+00:00,sportstudio,UCE0RhriywrL8XhXbo87tMKQ,17,"['Schottland Tschechien', 'Schottland Tschechien UEFA EURO 2020', 'Schottland Tschechien EURO 2020', 'Schottland EURO 2020', 'Tschechien EURO 2020', 'Schottland Tschechien Highlights', 'Schottland Tschechien Zusammenfassung', 'Sportstudio', 'ZDF', 'Patrik Schick Tor', 'Schick Tor', 'Schick Tor Mittellinie', 'Schick Tschechien Tor', 'Tor Mittellinie Tschechien', 'Tor 50 Meter Schick', 'Schick Tor UEFA EURO 2020', 'Patrik Schick Mittellinie', 'Tor Mittellinie', 'Spektakuläre Tore']",984185,15421,400,810,0,123404428,284000,False,1919,2006-11-04 07:43:56+00:00,sportstudio,"Willkommen auf dem offiziellen sportstudio-YouTube-Kanal. Das erwartet euch 2021 bei uns:

🖥 Regelmäßig hintergründige Dokumentationen und Reportagen aus dem Sport
⚽️ Alle Spiele und Tore der UEFA Euro 2021 (Fußball-EM)
🤺 Die Highlights der Olympischen Sommerspiele und der Paralympics 2021
⛷ Die deutschen Erfolge im Wintersport

Mehr Reportagen, Dokus, Highlight-Clips und Sport-Videos findet ihr hier: kurz.zdf.de/u9Bz/

Wir lieben es, uns mit euch in den Kommentaren auszutauschen, sind offen für konstruktive Kritik und beantworten eure Fragen. Bitte bleibt dabei – und auch im Umgang miteinander – respektvoll und haltet euch an die Netiquette (den Link findet ihr unten). Wir behalten uns vor, Kommentare zu löschen, die gegen die Netiquette verstoßen.

Impressum
sportstudio ist Teil des ZDF
ZDF Zweites Deutsches Fernsehen
55100 Mainz, Germany",5,2021-06-17 04:00:04.231799
6,upBlhlnRI-M,FAKE STAPLE THROUGH FINGER PRANK 😂 #shorts,"🔥 FOLLOW ME 🔥
Instagram: https://www.instagram.com/topperguild/?hl=en
TikTok: https://www.tiktok.com/@topperguild?lang=en",2021-06-15 15:00:23+00:00,Topper Guild,UCPuEAY09CtdTzFNWuqVZgDw,23,"['Topperguild', 'Topperguild tiktok', 'tiktok', 'pranks', 'family', 'girlfriend', 'dad', 'funny', 'family friendly', 'prank', 'relationships', 'couples', 'shorts', 'mom', 'staples']",13791778,509321,24124,1155,0,4670877412,3500000,False,386,2014-07-09 04:46:16+00:00,,Grateful for all my subscribers :),6,2021-06-17 04:00:04.231799
7,Pi-MRZBP91I,Sequel to The Legend of Zelda: Breath of the Wild - E3 2021 Teaser - Nintendo Direct,"Return to Hyrule - and the skies above - in this first look at gameplay for the Sequel to the Legend of Zelda: Breath of the Wild, planned for release on #NintendoSwitch in 2022.

#NintendoDirect #E32021#Zelda

Subscribe for more Nintendo fun! https://goo.gl/HYYsot

Visit Nintendo.com for all the latest! http://www.nintendo.com/

Like Nintendo on Facebook: http://www.facebook.com/Nintendo
Follow us on Twitter: http://twitter.com/NintendoAmerica
Follow us on Instagram: http://instagram.com/Nintendo
Follow us on Pinterest: http://pinterest.com/Nintendo",2021-06-15 16:41:50+00:00,Nintendo,UCGIY_O-8vW4rfX98KlMkvRg,20,"['The Legend of Zelda: Breath of the Wild 2', 'Zelda: Breath of the Wild sequel', 'The Legend of Zelda: Breath of the Wild', 'zelda sequel', 'zelda sequel nintendo switch', 'breath of the wild e3 teaser', 'legend of zelda sequel breath of the wild', 'BOTW 2 teaser trailer', 'nintendo switch', 'nintendo e3 2021', 'e3 2021', 'nintendo', 'play', 'play nintendo', 'game', 'gameplay', 'fun', 'video game', 'kids', 'action', 'adventure', 'rpg']",3857967,248895,2688,28189,0,2706569787,7930000,False,5009,2005-12-27 13:18:56+00:00,nintendo,"Welcome to the official Nintendo YouTube channel where you'll find all the latest videos, news and content from Nintendo including Nintendo Switch, Wii U and Nintendo 3DS family of systems.

For customer support, please visit http://support.nintendo.com.",7,2021-06-17 04:00:04.231799
8,bO7PgQ-DtZk,SURPRISING MY FRIENDS!!,"I missed this so much. Love ya guys

More Hawaii stuff on my insta: instagram.com/daviddobrik

New vlogs every Tuesday :)

SUBSCRIBE TO JOE HE IS GREAT: https://www.youtube.com/watch?v=8YeIi3_ZEks 

To checkout cool cars go to @LAFineMotors
 
GO TO MY INSTAGRAM FOR MORE CONTENT: https://www.instagram.com/daviddobrik/?hl=en 

CHECKOUT OUR PODCAST WHERE WE TALK ABOUT RELATIONSHIPS:  https://itunes.apple.com/us/podcast/views-with-david-dobrik-and-jason-nash/id1236778275?mt=2   
    
ADD ME ON SNAPCHAT TO KEEP UP WITH OUR VEGAS TRIP: @Daviddobrik  

WATCH MY NEW HOUSE TOUR HERE: https://www.youtube.com/watch?v=C4yECzFCdZk&t=26s   

Thanks for watching :) Throww it a like if you like throwing stuff!

Turn my notifications on these to be the next shoutout!!

Twitter: @DavidDobrik
Instagram: @DavidDobrik
Snapchat: @DavidDobrik
Vine: @DavidDobrik
Musically: @DavidDobrik

Business email: daviddobrikbusiness@gmail.com

Other people in the video:

Alex Ernst- Twitter; @AlexErnst Instagram; @Ernst Snapchat; @AlexErnst

Jason Nash- Twitter and Instagram; @JasonNash

Josh Peck- Instagram: @shuapeck Twitter: @Itsjoshpeck Snapchat: @joshuapeck

Scottysire- Twitter; @imnotscottysire Instagram; @VanillaDingDong

Toddysmith- Twitter; @todderic_ Instagram; @todderic_

Zane- Twitter; @Zane Instagram; @Zane Snapchat; @ZaneHijazi

Jeff- Instagram: @Jeff Twitter: @jeffwittek

Corinna- Snapchat/Twitter/Instagram: @CorinnaKopf

Heath- Twitter; @HeathHussar Instagram; @HeathHussar Snapchat; @HeathHussar

Jonah Hill- Insta: @nickantonyan

Brandon Calvillo- Twitter; @BJCalvillo Instagram; @BJCalvillo Snapchat; @BJCalvillo

Matt King - Twitter/Instagram/Snapchat: @MattRKing

Carly incontro- Twitter/Instagram: @CarlyIncontro

Erin Gilfoy- Twitter and Instagram: goddess_eriu Snapchat: erin_gilfoy

Jack Dytrych: Twitter: @BigJuicyJack Instagram: jdytrych22

Cailee: Twitter/Instagram: @CaileeRaeMusic 

Jcyrus snapchat: @Jcyrusvine .

Natalie: @DavidDobrik LOL",2021-06-15 23:36:19+00:00,David Dobrik,UCmh5gdwCx6lN7gEC20leNVA,22,"['david', 'dobrik', 'vlog', 'vlogger', 'vine', 'viner', 'how', 'to', 'hawaii', 'friends', 'surprise', 'emotional', 'surprising', 'zane', 'hijazi', 'heath', 'hussar', 'comedy', 'boat', 'montage', 'water', 'cant', 'swim', 'cars', 'ferrari', 'radio', 'corinna', 'kopf', 'jason', 'nash', 'boyfriend', 'girlfriend']",4306812,607373,25265,75139,0,6003644823,18300000,False,478,2014-12-19 22:35:03+00:00,daviddobrik,"To see what I'm doing when I'm not vlogging add me on snapchat: @DavidDobrik
Business: DavidDobrikBusiness@gmail.com",8,2021-06-17 04:00:04.231799
9,KX7t8VTPxRk,Brawl Stars Animation - Buzz Saves the Day! - #JurassicSplash,"Download NOW!! ►► https://supr.cl/playbrawl
Be a BRAWLER! Subscribe! ►► https://supr.cl/subscribe

Fast-paced 3v3 multiplayer and battle royale made for mobile! Play with friends or solo across a variety of game modes in under three minutes.

Unlock and upgrade dozens of Brawlers with powerful Super abilities, Star Powers and Gadgets! Collect unique skins to stand out and show off. Battle in a variety of mysterious locations within the Brawliverse!

BATTLE IN MULTIPLE GAME MODES
- Gem Grab (3v3): Team up and out-strategize the opposing team. Collect and hold 10 gems to win, but get fragged and lose your gems.
- Showdown (Solo/Duo): A battle royale style fight for survival. Collect power ups for your Brawler. Grab a friend or play solo - be the last Brawler standing in the rowdiest battle royale yet. Winner take all!
- Brawl Ball (3v3): It's a whole new Brawl game! Show off your soccer/football skills and score two goals before the other team. There are no red cards here.
- Bounty (3v3): Take out opponents to earn stars, but don’t let them pick you off. The squad with the most stars wins the match!
- Heist (3v3): Protect your team’s safe and try to crack open your opponents’. Navigate the map to sneak, blast and blow your way clear to the enemies treasure.
- Special Events: Limited time special PvE and PvP game modes.
- Championship Challenge: Join Brawl Stars' esports scene with in-game qualifiers!

UNLOCK AND UPGRADE BRAWLERS
Collect and upgrade a variety of Brawlers with powerful Super abilities, Star Powers and Gadgets! Level them up and collect unique skins.

BRAWL PASS
Complete quests, open Brawl Boxes, earn Gems, pins and an exclusive Brawl Pass skin! Fresh content every season.

BECOME THE STAR PLAYER
Climb the local and regional leaderboards to prove you’re the greatest Brawler of them all!

CONSTANTLY EVOLVING
Look out for new Brawlers, skins, maps, special events and games modes in the future.

PLEASE NOTE! Brawl Stars is free to download and play, however, some game items can also be purchased for real money. If you don't want to use this feature, please disable in-app purchases in your device's settings. Also, under our Terms of Service and Privacy Policy, you must be at least 9 years of age to play or download Brawl Stars.

Features:
- Team up for real-time 3v3 battles against players from across the world
- A fast-paced multiplayer battle royale mode made for mobile
- Unlock and collect new, powerful Brawlers - each with a signature attack and Super ability
- New events and game modes daily
- Battle solo or with friends
- Climb to the top of the leaderboards in global and local rankings 
- Join or start your own Club with fellow players to share tips and battle together
- Customize Brawlers with unlockable skins
- Player-designed maps offer challenging new terrain to master

From the makers of Clash of Clans, Clash Royale and Boom Beach!

Support:
Contact us in-game via Settings, Help and Support — or visit http://supercell.helpshift.com/a/brawl-stars/

Privacy Policy:
http://supercell.com/en/privacy-policy/

Terms of Service:
http://supercell.com/en/terms-of-service/

Parent's Guide:
http://supercell.com/en/parents/

???:
https://www.youtube.com/wkbrl",2021-06-16 06:27:45+00:00,Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,20,"['brawl stars', 'mobile game', 'mobile strategy game', 'mobile rpg', 'mobile battle royale', 'battle royale', 'supercell game', 'buzz', 'griff', 'update', 'jurassic splash', '#jurassicsplash', 'animation', 'summer']",2793889,253295,1615,15181,0,1375379746,10400000,False,100,2017-04-28 09:17:41+00:00,brawlstars,Fast-paced 3v3 multiplayer and battle royale made for mobile! Play with friends or solo across a variety of game modes in under three minutes.,9,2021-06-17 04:00:04.231799
10,bKM5XdfYT0Q,Nintendo Direct | E3 2021,"Seht euch direkt nach dieser Präsentation Nintendo Treehouse: Live | E3 2021 an: https://youtu.be/uIcEYKRFJjw

Webseite für Nintendo Direct | E3 2021: https://www.nintendo.de/News/Nintendo-Direct/Neueste-Nintendo-Direct-Ausgabe/Nintendo-Direct-698557.html?utm_medium=social&utm_source=youtube&utm_campaign=E32021%7CNintendoDirect%7CVOD%7Co2VV%7Cm_id_NPMjEEy3Fe%7C698557%7Cw24

Seht euch die neueste Nintendo Direct-Präsentation an und erhaltet in knapp 40 Minuten exklusive Informationen zu Nintendo Switch-Spielen, die zum Großteil noch 2021 erscheinen werden.

Facebook Nintendo Switch: https://facebook.com/NintendoSwitchDE
Facebook Nintendo: https://facebook.com/NintendoDE
Twitter Nintendo DE: https://twitter.com/NintendoDE
Instagram Nintendo DE: https://instagram.com/NintendoDE
Instagram Nintendo DE: https://instagram.com/NintendoDE
YouTube Nintendo DE: https://bit.ly/2d3lxTp

#NintendoDirect #E32021 #NintendoSwitch",2021-06-15 16:54:18+00:00,Nintendo DE,UCic48jpZWaG_kQ0sj9pTS1w,20,"['Nintendo', 'spiele', 'videospiele', 'offiziell', 'neu', 'Konsole', 'deutsch', 'de', 'Nintendo news', 'Nintendo Direct', 'kompletter Nintendo Direct', 'Nintendo Direct June', 'Nintendo Direct Juni', 'Nintendo Direct 2021', 'Nintendo Switch games', 'Nintendo Switch Spiele', 'Nintendo 2021', 'E3', 'E3 Direct', 'E3 2021', 'Trailer', 'Nintendo Switch', 'Switch']",216937,8077,621,677,0,79592858,156000,False,3106,2010-07-15 11:59:26+00:00,nintendode,"Willkommen auf dem offiziellen deutschsprachigen Nintendo Kanal! 
Hier findest du immer wieder neue tolle Inhalte. Eine Auswahl unserer Videos aus dem Bereich Produkte, News, Events und Specials. 
Dieser Kanal richtet sich an Nutzer aus Deutschland, Österreich und der Schweiz.",10,2021-06-17 04:00:04.231799
