,id,title,description,publishedAt,channelTitle,channelId,categoryId,tags,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,channelViewCount,subscriberCount,hiddenSubscriberCount,videoCount,channelPublishedAt,customUrl,channelDescription,rank,dataTakenAt
1,sS5-qOCSZhQ,"""UNGEIMPFT"": Wie Sahra Wagenknecht ihre Corona-Impf-Ablehnung begründet | WELT Interview","Die frühere Fraktionschefin der Linken, Sahra Wagenknecht, hat ihre Aussagen zur Corona-Impfung im WELT Interview verteidigt. Sie beklagt die gesellschaftliche Spaltung zwischen Geimpften und Ungeimpften. Sie persönlich wartet auf eine klassischen Impfstoff gegen den Coronavirus.

#corona #wagenknecht #impfstoff

Der WELT Nachrichten-Livestream http://bit.ly/2fwuMPg
Abonniere den WELT YouTube Channel http://bit.ly/WeltVideoTVabo
Die Top-Nachrichten auf WELT.de http://bit.ly/2rQQD9Q
Unsere Reportagen & Dokumentationen http://bit.ly/WELTdokus
Die Mediathek auf WELT.de http://bit.ly/2Iydxv8
WELT Nachrichtensender auf Instagram https://bit.ly/IGWELTTV
WELT auf Instagram http://bit.ly/2X1M7Hk

In eigener Sache: Wegen des hohen Aufkommens unsachlicher und beleidigender Beiträge können wir zurzeit keine Kommentare mehr zulassen. 

Danke für Eurer Verständnis - das WELT-Team

Video 2021 erstellt",2021-11-18 15:15:02+00:00,WELT Nachrichtensender,UCZMsvbAhhRblVGXmEXW8TSA,25,"['aktuell', 'welt', 'n24', 'nachrichten', 'news', 'video', 'tv', 'fernsehen', '2021', 'nachrichten aktuell', 'deutschland', 'politik', 'bundetag', 'sahra wagenknecht', 'wagenknecht', 'ungeimpft', 'corona', 'coronavirus', 'totimpfstoff', 'mrna', 'aktuelle corona zahlen', 'sars cov 2', 'infektionen', 'rki', 'epidemie', 'pandemie', 'covid19', 'impfung', 'impfstoff', 'pcr test', 'maßnahmen', 'covid', 'covid 19', 'schnelltest', 'hausarzt', 'geimpfte', 'genesene', 'inzidenz', 'vierte welle', 'ungeimpfte', 'dritte impfung', 'booster', '2g regel', 'lockdown', 'höchtswerte', 'welt interview']",1303154,56573,3453,0,0,1192625644,1050000,False,39119,2011-05-04 14:49:18+00:00,weltvideotv,WELT (ehemals N24) - Deutschlands erfolgreichster Nachrichtensender.,1,2021-11-20 04:00:06.241715
2,eJlDZHeCZ8Q,Bushido - Giftgrünes B (Prod. by Bushido & Golddiggaz),"►Bushido Channel abonnieren: http://ytb.li/Bushido
►""Giftgrünes B"" jetzt streamen: https://lnk.site/giftgrunes-b
►""Sonny Black 2"" bestellen: http://bushido.fty.li/SonnyBlack2
►Bushido Social Media: http://bushido.fty.li/social

Scratches by DJ Rafik
Video von Orkan Ce

Hier die Single ""Giftgrünes B"" aus dem Album ""Sonny Black 2"" von Bushido. Teilt das Video, kommentiert es und gebt einen Daumen hoch. Um nichts zu verpassen, checkt Bushidos YouTube-Kanal, den ihr hier abonnieren könnt: http://ytb.li/Bushido

Folgt, liked und besucht Bushido außerdem in allen gängigen Sozialen Netzwerken:

► Bushido:
http://bushido.fty.li/social

Wenn euch das Video gefallen hat, gebt einen Daumen hoch dafür, teilt es mit euren Freunden und schreibt eure Meinung in die Kommentare.
#Bushido #SonnyBlack2 #GiftgrünesB",2021-11-18 23:00:11+00:00,BUSHIDO,UCMHWpfahk3Kt8Us28Jg51nw,10,"['bushido', 'kingbushido.tv', 'bushido abonnieren', 'sonny black', 'Bushido neues Album', 'mythos', 'bushido mythos', 'bushido album 2019', 'ccn4', 'carlo cokxxx', 'ronin', 'bushido ronin', 'bushido okzident', 'okzident', 'renegade', 'bushido renegade', 'bushido ccn4', 'lichter der stadt', 'bushido lichter der stadt', 'animus', 'bushido & animus', 'bushido animus', 'Okzident', 'bushido animus okzident', 'SonyBlack2', 'SB2', 'Bushido Sonny Black 2', 'giftgrünes b', 'king sonny black', 'bushido giftgrünes b', 'sonny black 2 single', 'bushido album']",526797,43158,6531,8164,0,1480234403,2920000,False,226,2005-11-08 05:23:40+00:00,bushido,"Der Kanal wird aktuell nur als Präsentationsplattform genutzt. Nachrichten können generell nicht beantwortet werden.

►Bushido Channel abonnieren: http://ytb.li/Bushido
►Sonny Black 2 jetzt auf Amazon bestellen: http://amzn.to/SBII
►Bushido Social Media: http://bushido.fty.li/social

",2,2021-11-20 04:00:06.241715
3,_NUTu92-eTk,CAPITAL BRA x MONTEZ - EIN JAHR (PROD. BY BEATZARRE & DJORKAEFF),"✖️►EIN JAHR: https://umg.lnk.to/EinJahr
✖️►CAPITAL BRA ARENA TOUR 22 TICKETS: https://www.eventim.de/artist/capital-bra/
✖️►CB8 JETZT VORBESTELLEN: https://umg.lnk.to/ACHT​

►CAPITAL BRA
Capital Bra Channel abonnieren: http://ytb.li/CapitalBra
Capital Bra Social Media: https://umg.lnk.to/CapitalBra 
Shop: https://capitalbrashop.de/
►MONTEZ
Instagram https://www.instagram.com/montez.offi...
TikTok https://www.tiktok.com/@montez.official
Spotify https://spoti.fi/375mQPB

►Produced by: Beatzarre & Djorkaeff
►Video: A CLOUD95 x DigitalDonut PRODUCTION
director // Hely Doan & Traviez The Director 
creative Direction // Hely Doan 
producer // Digital Donut - Lizzow 
production assistant // Mandy Isabel Widera
DoP // Lennart Fraenkel 
1. AC // Dung D2N 
light Design // Philip Schröter (El Marino Visual) 
best Boys // Vadim Michel
set-design: Heyday Studio, Hely Doan, Traviez
h&m // Aysche Adawi 
styling // Elli Drake
postproduktion // Traviez 
colorist // LF
set-assistant // Nico Freitag 
runner // Florian Heidrich, Justin Koenders
model cast // NIA AGENCY 
set-photos: // Niklas Kamp 

info@standinfront.de",2021-11-18 23:00:15+00:00,Capital Bra,UCeJIbOka3ZF8TSWT_-kHmSA,10,"['Capital Bra', 'Joker Bra', 'Capital bra', 'Joker Bra Lecker Lecker', 'Capital Bra Lecker Lecker', 'Hip Hop', 'Tilidin', 'Cheryy Lady', 'Princessa', 'NUR NOCH GUCCI', 'Berlin Lebt', 'Berlin Lebt 2', 'Bra Musik', 'Fick 31', 'Fick 31er', 'CB6', 'Bra', 'Bratan', 'Capi', 'Deutschrap', 'Rap', 'Rolex', '110', 'Wir ticken', 'CAPITAL BRA MONTEZ EIN JAHR', 'CAPITAL BRA MONTEZ JAHR', 'CAPITAL BRA JAHR', 'MONTEZ JAHR', 'deutschrap songs', 'neue deutschrap songs', 'deutschrap lieder', 'neue deutschrap lieder', 'CAPITAL BRA MONTEZ Song', 'CAPITAL BRA MONTEZ']",440078,36942,1110,1887,0,1135064979,2610000,False,58,2018-11-05 23:12:11+00:00,,"► „CB7“ OUT NOW: https://umg.lnk.to/CB7
► CB7 TOUR TICKETS: https://standinfront.de/
► Capital Bra Channel abonnieren: http://ytb.li/CapitalBra
► Capital Bra Social Media: http://capitalbra.fty.li/social",3,2021-11-20 04:00:06.241715
4,CKS1f_62kc0,7 vs. Wild - Bärengebiet | Folge 4,"► Am 18.11. beginnt der Rhinoshield Black Friday! 70% sparen mit dem Code: ""7VSWILD""
► Link zum Black Friday Deal: https://bit.ly/3CdZKDv

▶️ 7 vs. Wild Playlist - Alle Folgen
https://youtube.com/playlist?list=PLPyDkYYqNkPa364y3LyawL8jBTd2Ald2G

🔥 Hier findest du meine Ausrüstung & Rabattcodes:
https://bit.ly/3ks3IA8

⛺ Alle Teilnehmer
Survival Mattin: http://www.youtube.com/survivalmattin/noodlemx?sub_confirmation=1
RELOADIAK: https://www.youtube.com/user/RELOADIAK
Fabio Schäfer: https://www.youtube.com/c/FabioSch%C3%A4fer
DAVE: https://www.youtube.com/c/DavidHenrichs
Niklas on Fire: https://www.instagram.com/niklas.on.fire
Bommel: https://www.instagram.com/der.bommel/
Fritz Meinecke: https://www.youtube.com/c/FritzMeinecke

🎥 Produktion • Schnitt • Konzept
Johannes: https://www.instagram.com/jovekamp/
Max: https://www.instagram.com/max_kovacs/

💪🏻 Backup-Team
Jens von Scandtrack: https://www.instagram.com/scandtrack/?hl=de
Notfallsanitäter Jan: https://www.instagram.com/leicht_entzundlich/
Mechanic Felix: https://www.instagram.com/tischi512/
Ranger Matti: https://www.instagram.com/scandtrack/?hl=de
Agatha aka. Manu: https://www.instagram.com/manuelakla/

🖼️ Grafik
Rico: https://www.instagram.com/ricovysuals/",2021-11-17 17:00:13+00:00,Fritz Meinecke,UCSyAFJ6cmgYabA0RfPCNuzA,22,"['7 vs. Wild - Bärengebiet | Folge 4', '7 vs wild', 'fritz meinecke 7 vs wild', '7 vs wild bärengebiet', 'bärengebiet', 'bären gebiet', '7 vs wild 4', '7 vs wild folge 4', '7 vs. wild', 'seven vs wild', 'fritz meinecke']",2600054,223504,1000,12521,0,215336575,1510000,False,633,2014-09-26 06:32:30+00:00,fritzmeinecke,"Fritz Meinecke - Survival Outdoor Abenteuer

Impressum:
MyMerch GbR 
z.H. Fritz Meinecke
Bernauer Straße 31 
83209 Prien am Chiemsee
Deutschland

geschäftliche Anfragen: business@fritzmeinecke.com",4,2021-11-20 04:00:06.241715
5,9wpqZtIeSks,Shirin David – Bramfeld Storys  [Official Video],"Shirin David – Bramfeld Storys
▶️ Das Album ""Bitches brauchen Rap"" (BBR) jetzt verfügbar: https://shirindavid.lnk.to/BBR

iTunes: https://shirindavid.lnk.to/BBR/iTunes
Apple Music: https://shirindavid.lnk.to/BBR/applemusic 
Amazon Music: https://shirindavid.lnk.to/BBR/amazonmusic 
Spotify: https://shirindavid.lnk.to/BBR/spotify

prod. by Frio, Juh-Dee & Young Mesh
co-written by Laas Unltd.
 
Streame und downloade alle weiteren Songs von Shirin David hier 🎧 
Spotify: https://spoti.fi/2W25X0g 
Apple Music: https://www.umgt.de/OcwZn6U 
iTunes: https://www.umgt.de/3s3rEYs 
Amazon: https://www.umgt.de/Uo1KXTw 
Amazon Music: https://www.umgt.de/vILSQap 
Deezer: https://bit.ly/2VYMPjR


CREDITS

Video by: @anton
Production by STUDIO 11:40 @studioelevenforty
Director: @anton
Executive Producer: Ronja Prinz @ronja.prinz
DoP:  Lennart Fränkel @lennartfraenkel
VFX: MostMagic / Julian Trunke

Production Coordinator: Pia Domkowski @piawho
1. AD: Phoebe Jardin @phibisophia
Production Assistants: Franni König @franaya_twaine, Jil Tischer @jiltonic, Johanna Fink
1. AC: Dung Nguyen @dungd2n
Gaffer: David Wilhelm Schmitt @davidwilhelmschmitt
Spark: Jasper Techel, Antonio Venegas
Laser Operator: Thomas Hoyer
Hair Artist: Diego Fraile @diegofraile_

Edit: @anton - Shirin David
Colors: Delfina Mayer @delfina.mayer, @mapberlin

Starring:
Shirin David @shirindavid",2021-11-18 23:00:12+00:00,Shirin David,UC5ZkRnYd3__WBBGnAnWO9Cg,24,[],720771,95922,2672,4429,0,441245114,2840000,False,74,2014-03-19 18:06:06+00:00,shirindavid,"Kontaktadresse/Business Inquiries: management@shirindavid.com

Impressum
Shirin David Management GmbH
Barutherstr 23
15806 Zossen

Umsatzsteueridentifikationsnummer: DE298957983
Inhaltlich Verantwortliche gemäß § 55 II RStV: 
Shirin David
",5,2021-11-20 04:00:06.241715
6,NEFR6KpgNaY,KURDO - BÉBÉ (prod. by SHOKII & WAIV),"DAS NEUE ALBUM „MISERABEL“ HIER EXKLUSIV VORBESTELLEN: 
https://www.kurdomiserabel.de

BÉBÉ streamen: https://umg.lnk.to/_Bebe
KURDO folgen: https://www.instagram.com/kurdo

BÉBÉ produced by 
https://www.instagram.com/shokii063
https://www.instagram.com/waivyyy

Mix & Master: Jan Magdevski @ Bassivity Studio 8
https://www.instagram.com/janmagdevski

Videoproduktion: WSW Studios
https://www.instagram.com/wswstudios

Model:
https://instagram.com/bella_beey

Danke an 
https://instagram.com/sinclubmannheim
https://instagram.com/monaco_blue_lu

https://instagram.com/prime_hairstylist
https://instagram.com/diamond_tattoo_neunkirchen

#KURDO #BÉBÉ #MISERABEL",2021-11-18 23:00:09+00:00,KURDO,UCU8Xw_KewvcC3LV3Qv--JZg,10,"['Kurdo', 'Bébé', 'Miserabel', 'Immer Echter', 'New', 'Single', 'Neu', '2021']",246138,25550,425,1947,0,269022810,693000,False,41,2014-09-09 13:43:40+00:00,almazmusiq1,Der offizielle KURDO YouTube Kanal,6,2021-11-20 04:00:06.241715
7,9VAFU492-Dk,Sido – Mit Dir (prod. by Beatgees) [Visualizer],"Sido - Mit Dir
Hier streamen ► https://umg.lnk.to/MitDir

Hier das exklusive Bundle zu ""Mit Dir"" bestellen ► https://www.bravado.de/p51-i0602445151035/sido/mit-dir/index.html

Produced by Beatgees

Visual by Felix Zimmer // https://www.instagram.com/_felixzimmer

Kanal abonnieren: 
http://bitly.com/SidoOfficial 

Mehr Infos:
https://www.instagram.com/shawnstein 
https://www.facebook.com/sidomusik 
https://twitter.com/siggismallz
http://www.sido.de 
http://www.universal-music.de/sido

#Sido #MitDir",2021-11-18 23:00:03+00:00,Sido,UChl3h_bqcx_c15f7WOtSn-A,10,"['Sido Mit dir', 'Sido', 'Mit Dir', 'Sido Mit Dir Visualizer', 'Sido Mit dir songtext', 'sido neues lied', 'sido carmen', 'sido live', 'sido angelcamp', 'Sido Mein Block', 'Sido Bilder im Kopf', 'Sido schlechtes Vorbild', 'Sido Vanessa Mai', 'sido tausend tattoos', 'Sido Mit dir lyrics', 'Sido capital', 'Sido liebe', 'Sido weihnachtssong']",195343,17521,602,1284,0,712947014,1370000,False,137,2013-10-09 11:22:55+00:00,officialsidomusik,"Offizieller Youtube Kanal von Sido

Kanal abonnieren: http://bitly.com/SidoOfficial 

Mehr Infos:
https://www.instagram.com/shawnstein
https://www.facebook.com/sidomusik 
https://twitter.com/siggismallz
http://www.sido.de 
http://www.universal-music.de/sido",7,2021-11-20 04:00:06.241715
8,Ggz5UWUqCIo,Pietro Basile & Sarah Engels - Mama (Official Video),"Jetzt streamen: https://elcartelmusic.lnk.to/Mama

Pietro Basile & Sarah Engels - Mama
https://www.instagram.com/pietrobofficial/
https://www.instagram.com/sarellax3/
Music: Pietro Basile, Giovanni Puocci, Mirko von Schlieffen, Ivo Moring, Philip Kühn
Mixing & Mastering: Jeo @ Jeopark
Video: @badkidsproduction
Director Vivien Bauernschmidt @just.vivien
DOP Edit Color Mischa Lorenz @mischalorenz
Label: El Cartel Music im Vertrieb von Sony Music

Danke an Alle Mütter und Kinder, die im Musikvideo mitgemacht haben! ❤️",2021-11-18 23:00:10+00:00,Pietro Basile,UC-YICkApvskDJ1JSXR7iQnw,10,"['pietro', 'pietro basile', 'ballade', 'romantische musik', 'sarah engels', 'sarah lombardi', 'sarah lombardi neue single', 'pietro basile neue single', 'italienische ballade', 'romantische italienische musik']",122629,7745,175,526,0,9027496,43900,False,41,2010-09-23 09:51:29+00:00,pietrobofficial,"Hallo ihr Lieben,
diese Seite ist für alle geeignet, die ihre Gefühle nicht ausdrücken können.
Ein Melodie sagt manchmal mehr als 1000 Worte.",8,2021-11-20 04:00:06.241715
9,y7tgE1-EXEA,O.G. - ICH SELBST (prod. von DTP) [official video],"""Ich selbst"" JETZT streamen: 
❌ https://O-G.lnk.to/IchSelbst ❌

O.G. auf Instagram folgen: 
❌ https://instagram.com/o.g30

O.G. auf Twitter folgen:
❌ https://twitter.com/og_offiziell

O.G. auf TikTok folgen:
❌ https://vm.tiktok.com/ZMeVAwTrH/

O.G. auf Snapchat folgen:
❌ og_offiziell

DOPE auf Instagram folgen:
❌ https://instagram.com/mylabelisdope

Video von Maine Sicht:
❌ https://www.instagram.com/maine_sicht

Artwork von Calentura:
❌ https://instagram.com/calentura

Produziert von DTP:
❌ https://www.instagram.com/dtp.wav

Mix & Master von Niklas Neumann:
❌ https://www.instagram.com/nklsnmn

#OG #IchSelbst",2021-11-18 23:00:17+00:00,DOPE,UC9XRiOtfG8wyHx9cXwS9Bmg,10,[],157406,16132,293,522,0,22152786,71800,False,24,2013-09-22 15:44:16+00:00,dopeismylabel,"Offizieller YouTube Kanal des Labels ""DOPE"".",9,2021-11-20 04:00:06.241715
10,fLn0Ghl-Z34,Noten in Sport | Lewinray #shorts,"Wer fühlt es?🤣 Seid ihr gut in Sport✌️?  #trend #fyp #lewinray #viral #comedy #foryou

Tik Tok: https://vm.tiktok.com/ZMdPTmYaD/
Snape: Lewinray
Insta: https://instagram.com/lewinrayy?utm_medium=copy_link",2021-11-18 15:00:18+00:00,Lewinray,UCTdvynmLeTfcaqc4k40b-dA,22,"['Trend', 'Fun', 'Funny', 'Foryou', 'Fy', 'Fyp', 'Lustig', 'Lewinray', 'Tiktok', 'Tiktokgermany', 'Youtube', 'Shorts', 'Mutter', 'Muttercomedy']",499989,45732,880,391,0,80783973,107000,False,160,2021-06-22 15:52:01.818036+00:00,,"Was geht Freunde :)

Das hier ist mein offizieller Short Kanal 🔥",10,2021-11-20 04:00:06.241715
